title,summary,prep_time,cook_time,servings,ingredients,instructions,calories,carbohydrates,protein,fat,saturated_fat,polyunsaturated_fat,monounsaturated_fat,trans_fat,cholesterol,sodium,potassium,fiber,sugar,vitamin_a,vitamin_c,calcium,iron,image_url,Vegetarian,Low-Purine,Low-fat/Heart-Healthy,Low-Sodium,Lactose-free,Peanut Allergy,Shellfish Allergy,Fish Allergy,Halal or Kosher
Ham and Egg Fried Rice,It combines ham and scrambled eggs with seasoned rice for a quick and nutritious meal.,10 minutes,10 minutes,4,4 cups cooked rice preferably a day old|3/4 cups ham chopped into small pieces|2 raw eggs beaten|1 tablespoon soy sauce low sodium|1 teaspoon salt|1 teaspoon garlic powder optional|2 teaspoons canola oil,"Combine the rice, salt, and garlic powder. Gently mix the ingredients using a slotted spoon or your clean hands. Set aside.|Heat the oil in a pan.|Add the ham and cook for 2 minutes.|Add the rice and stir.|Pour in the soy sauce and stir. Cook for 5 minutes.|Clear one side of the pan by moving the rice to the other side until you can see the bottom of the pan.|Pour in the beaten egg. Let it cook, then cut it into small pieces using the tip of your spatula.|Mix the egg with the rice and other ingredients. Cook for 2 to 3 minutes more.|Transfer to a serving plate.|Serve, share and enjoy!",1294,182,53,36,10,6,17,0,392,4710,717,3,1,475,0,127,4,https://panlasangpinoy.com/wp-content/uploads/2011/10/Bacon-Fritatta-152x152.jpg,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Tortilla Espanola,"It’s really quite hard not to love a good omelette. The delicious, buttery, and creamy egg, paired alongside a filling of your choice, makes for a dish truly memorable.",5 minutes,10 minutes,4,5 pieces potato peeled and sliced; 1 piece yellow onion diced; 6 pieces eggs; 2 cups olive oil; 1 1/2 teaspoon salt,"Mix potatoes and onion in a large bowl. | Add 1 tablespoon salt then mix thoroughly until well distributed. Set aside. | Heat a cooking pot and pour-in olive oil. | When the oil is hot enough, fry the potatoes and onion using medium heat. This should take between 7 to 10 minutes. Do not brown the potatoes. | Remove the potatoes from the cooking pot, turn off heat, and then drain excess oil. Let the fried potatoes cool for a few minutes. | Combine the remaining salt with the eggs then beat. | Add the cooked potato in the beaten egg mixture then stir to distribute. | Heat an 8 to 10 inches non-stick pan and pour-in about 2 to 3 tablespoons of olive oil. You may utilize the olive oil used to fry the potatoes. | When the oil is hot enough, pour-in the eggs and potato mixture. Cook for about 5 to 7 minutes in low to medium heat. Cooking time may vary, it is recommended to manually check the omelet to prevent burns. | Flip the omelet by placing a wide plate on top of the pan and turn the pan over in a way that the plate catches the omelet. | Place the pan back on the stove and gently push the omelet from the plate to the pan. Cook until the other side is done.",968,3,1,108,15,11,79,0,6,877,43,1,1,9,2,9,1,https://panlasangpinoy.com/wp-content/uploads/2010/08/Tortilla-Espanola-1-jpg-152x152.webp,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Longsilog Recipe,Filipino sweet sausage with garlic fried rice and fried egg. This complete meal is perfect for breakfast.,5 minutes,30 minutes,4,1/2 lb. skinless longanisa; 2 pieces eggs; 4 cups rice leftover; 5 cloves garlic crushed; 1/2 cup water; 4 tablespoons cooking oil; Salt and ground black pepper to taste,"Heat 2 tablespoons of oil in a pan. Once the oil gets hot, fry the eggs. Remove from the pan. Set aside. | Add remaining oil in the pan. Fry the longanisa until the outer part turns light brown (around 1 1/2 minutes). | Pour-in water. Let boil. Continue boiling until the water evaporates. Fry the longanisa in remaining oil until fully cooked. Remove from the pan and set aside. | Using the remaining oil, cook garlic until it starts to turn light brown. | Add rice. Stir-fry for 3 minutes. Season with salt and ground black pepper. | Assemble the fried eggs, longanisa, and sinangag on a plate. Serve with spicy vinegar as a dipping sauce for the longanisa. | Share and enjoy!",978,149,22,30,6,6,16,1,43,373,369,2,1,46,2,65,2,https://panlasangpinoy.com/wp-content/uploads/2021/06/longsilog-jpg-152x152.webp,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Banana Fritter Recipe,Banana Fritter is a type of Filipino snack. It is a fried concoction made from ripe  “Saba” banana or plantains. The bananas can either be sliced or mashed.,15 minutes,10 minutes,6,"6 pieces banana saba or plantain variety, ripe (mashed); 1 cup all-purpose flour; 1 1/2 teaspoon vanilla extract; 1 piece egg beaten; 1 teaspoon baking powder; 3/4 cup granulated white sugar; 1 cup fresh milk; 3/4 cups cooking oil; 1/2 teaspoon salt","In a large bowl, combine flour, baking powder, salt, and 1/2 cup sugar. Mix well. | Gradually add the mashed bananas while mixing. | Add the egg, vanilla extract, and milk. Mix to incorporate all the ingredients. | Heat half of the oil in a pan. | When the oil becomes hot, scoop about 1/2 cup of the mixture and then pour in the pan (add the remaining oil in the next batches). | Fry both sides until the color turns golden brown. | Sprinkle the remaining sugar on both sides. | Serve. Share and enjoy!",460,44,4,30,3,0,0,0,31,223,153,1,27,105,0,82,1,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20width='728'%20height='485'%20viewBox='0%200%20728%20485'%3E%3C/svg%3E",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Skinless Longganisa,This is a basic recipe for Filipino sweet and garlicky skinless longganisa.,15 minutes,10 minutes,1,1 lbs. ground pork; 9 tablespoons dark brown sugar; 1 tablespoon smoked paprika; 3 tablespoons vegetable oil; 1 tablespoons coarse salt; 1 teaspoon ground black pepper; 2 head garlic,"Peel the skin off the garlic cloves. Crush thoroughly using mortar and pestle. Mince the crushed garlic. Set aside. | In a large mixing bowl, combine ground pork along with all of the ingredients. Mix well. | Cover the bowl. Refrigerate for 2 hours. | Shape the longganisa by laying a sheet of wax paper on a flat surface. Scoop around 3 tablespoons of mixture and put over the wax paper. Fold the wax paper from top to down until the mixture covered. Hold the edge of the paper with your fingers and then slide the card towards the mixture. Push a bit more until a sausage shape is formed. Do this step until the entire mixture is consumed. | Cook the longganisa by combining 1 cup water and 4 tablespoons of cooking oil in a pan. | Add the longganisa and then turn the heat on. Let the liquid boil, and then adjust to the lowest heat setting. Continue boiling until the water completely evaporates. | Fry both sides of the longganisa in the remaining oil until it turns brown. | Remove from the pan and arrange on a serving plate. Serve with rice. Share and enjoy!",114,4,5,8,3,0,0,0,21,354,107,0,4,135,0,12,0,https://panlasangpinoy.com/wp-content/uploads/2018/10/Skiness-Longganisa-Recipe-152x152.jpg,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Ground Beef Omelet,"Ground beef omelet is an omelet with a hearty beef twist. Enjoy it with warm, fluffy steamed rice and a splash of banana ketchup.",5 minutes,15 minutes,3,4 eggs; 1/2 lb. ground beef; 1 yellow onion chopped; 1 green bell pepper chopped; 2 tablespoons Worcestershire sauce; 6 tablespoons cooking oil; salt and pepper to taste,"Prepare the ground beef filing by heating 3 tablespoons of cooking oil in a pan. | Add the onion. Cook until soft. | Add the chopped bell pepper and ground beef. Brown the beef (cook around 3 to 5 minutes). | Sprinkle some salt and pepper (adjust the amount to your preference) and pour-in the Worcestershire sauce. Stir and cook for 4 to 5 minutes. Remove from the pan and set aside. | Start to make the omelet by cracking the eggs in a bowl. Sprinkle a bit of salt. Whisk the eggs until the texture is smooth. | Heat the remaining oil in a pan. | Once the oil starts to heat-up, slowly pour 1/3 of the beaten egg on the pan. Let it cook in low to medium heat until the egg starts to form. | Turn the egg over using a spatula. Scoop 1/3 of the cooked ground beef over one side of the egg. When the other side of the egg forms and starts to solidify, fold the other half to cover the side with ground meat. | Remove the omelet from the pan and transfer to a serving plate. Perform the same steps until all the ingredients are consumed. | Serve with rice or bread. Share and enjoy!",555,8,21,49,10,9,26,1,272,284,499,1,4,473,36,71,3,https://panlasangpinoy.com/wp-content/uploads/2016/03/Giniling-na-baka-omelet-152x152.jpg,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Pork Tapsilog,Pork tapa with garlic fried rice and egg,5 minutes,25 minutes,3,1 lb. pork loin thinly sliced; 4 pieces eggs fried; 4 cups garlic rice; 2 teaspoons garlic minced; 3 tablespoons soy sauce; teaspoon granulated white sugar; 3 tablespoons cooking oil; 1/2 teaspoon salt; 1/4 teaspoon ground black pepper,"In a medium resealable bag, combine pork, soy sauce, garlic, sugar, salt, and pepper. Mix well and then marinate overnight inside the fridge. | Heat the frying pan and then pour-in the cooking oil. | When the oil becomes hot, fry the marinated pork pieces in low to medium heat until the color turns medium brown. Flip as necessary to cook the opposite side. | Arrange the fried marinated pork, a cup of garlic rice, and a piece of fried egg in individual plates. | Serve with spicy vinegar and ketchup. Share and enjoy!",1242,200,54,22,3,5,12,0,100,1482,899,3,1,8,1,86,3,https://panlasangpinoy.com/wp-content/uploads/2012/09/pork-tapa-sinangag-at-itlog-152x152.jpg,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Pandesal,Traditional Filipino bread roll.,60 minutes,15 minutes,8,2 cups all purpose flour; 2 cups bread flour; 1/2 cup white sugar; 5 tbsp butter melted; 1 tsp baking powder; 1 1/4 cup fresh milk warm; 1 pouch rapid rise yeast; 1 tsp salt; 1 cup bread crumbs; 1 piece raw egg; 1 tbsp cooking oil,"Combine the yeast, 2 tablespoons sugar, and warm milk and stir until the yeast and sugar are fully dissolved | In the mixing bowl, combine the dry ingredients starting with the flour then the remaining sugar, salt, and baking powder . Mix well by stirring | Add the egg, butter, cooking oil, and yeast-sugar-milk mixture in the mixing bowl with the dry ingredients then mix again until a dough is formed. Use your clean hands to effectively mix the ingredients. | In a flat surface, knead the dough until the texture becomes fine. For faster and easier kneading, you may use a Stand Mixer with dough hook. | Mold the dough until shape becomes round then put back in the mixing bowl. Cover the mixing bowl with damp cloth and let the dough rise for at least 1 hour | Put the dough back to the flat surface and divide into 4 equal parts using a dough slicer | Roll each part until it forms a cylindrical shape | Slice the cylindrical dough diagonally (These slices will be the individual pieces of the pandesal) | Roll the sliced dough over the breadcrumbs and place in a baking tray with wax paper (makes sure to provide gaps between dough as this will rise later on) | Leave the sliced dough with breadcrumbs in the tray for another 10 to 15 minutes to rise | Pre-heat the oven at 375 degrees Fahrenheit for 10 minutes | Put the tray with dough in the oven and bake for 15 minutes | Turn off the oven and remove the freshly baked pandesal. | Serve hot. Share and enjoy!",438,71,11,12,6,2,4,0,44,470,210,2,15,311,0,108,3,https://panlasangpinoy.com/wp-content/uploads/2009/08/Pandesal-1-152x152.jpg,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Longanisa Recipe (Filipino Sausage),"Longganisa (or longanisa, or longaniza) are Filipino chorizos. These cured sausages are famous in almost every Philippine region.",18 minutes,20 minutes,4,2 1/4 lbs ground pork; 1 tablespoon coarse salt; 1/2 teaspoon Prague powder #1; 1 teaspoon sodium phosphate; 1/4 cup cold water; 1/4 cup TVP Textured Vegetable Protein; 1 tablespoon Isolate; 1/2 teaspoon Carrageenan; 2 tablespoon sugar; 6 tablespoon garlic minced; 2 tablespoon paprika for color; 3 tablespoon Anise Liquor; 1 tablespoon ground black pepper; 2 tablespoon pineapple juice; 1/2 teaspoon meat enhancer optional,"In a large container mix the salt, Prague powder, phosphate, Anise liquor, and water | Add the Textured Vegetable Protein, Isolate, and Carrageenan | Add the ground pork followed by the sugar, garlic, paprika, ground black pepper, pineapple juice, and meat enhancer then mix thoroughly. | Place inside the refrigerator for 12 hours. (Note: Take note of the time. The mixture will smell sour if left for more than 12 hours) | Shape and wrap the longanisa individually. You can use sausage casings or you can simply shape the mixture over a wax or parchment paper. At this point, the finished product is ready to be cooked.",711,8,43,54,20,0,0,0,183,2452,773,0,6,20,2,42,2,https://panlasangpinoy.com/wp-content/uploads/2015/10/Longganisa-Sausage-2-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Special Bibingka Pancakes,"Elevate your Christmas celebrations with Special Bibingka Pancakes. Soft, fluffy, and topped with salted egg and ham, they're the best breakfast to wake up to on a Yuletide morning. Plus, the batter works in the oven, too, for a classic bibingka treat!",10 minutes,10 minutes,12,"2 cups rice flour; cup all-purpose flour; 1 cup sugar; 2 cups coconut milk; 2 eggs; 4 teaspoons baking powder; teaspoon salt; cup oil; 2 salted eggs, peeled and sliced; pound Mekeni Deli Premium Ham, sliced into thin strips; butter or margarine; shredded cheese; grated coconut","In a bowl, combine rice flour, all-purpose flour, sugar, coconut milk, eggs, baking powder, salt, and oil in a bowl. Whisk until smooth. | Over medium-low heat, lightly grease the pan with butter and pour Ã‚Â¼ cup of the batter. | When bubbles start to form, top with sliced salted duck egg and ham. Cook until bubbles pop and the edges dry, for about 2 to 3 minutes. Flip and cook for another 1 to 2 minutes. | Remove from the pan and brush with margarine or butter. Sprinkle with brown sugar. Garnish with grated mature coconut and shredded cheese. Serve hot. | Preheat oven to 375 F. Pass the banana leaves on low flame to soften and line the tin molds. | Pour batter into banana leaf-lined molds and bake in the oven for about 5 minutes or until it slightly sets. Remove from the oven and top with sliced salted duck egg and ham. | Continue to bake for another 10 to 15 minutes until lightly golden and a toothpick inserted in the center comes out clean. | Remove from the oven and brush with margarine or butter. Sprinkle with brown sugar. Garnish with grated mature coconut and shredded cheese. Serve hot.",407,44,9,23,10,3,8,0,70,488,184,1,17,83,0,98,2,https://www.kawalingpinoy.com/wp-content/uploads/2024/12/special-bibingka-pancakes-158x158.jpg,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
