title,summary,prep_time,cook_time,servings,ingredients,instructions,calories,carbohydrates,protein,fat,saturated_fat,polyunsaturated_fat,monounsaturated_fat,trans_fat,cholesterol,sodium,potassium,fiber,sugar,vitamin_a,vitamin_c,calcium,iron,image_url,Vegetarian,Low-Purine,Low-fat/Heart-Healthy,Low-Sodium,Lactose-free,Peanut Allergy,Shellfish Allergy,Fish Allergy,Halal or Kosher
Bulalo Recipe,Filipino beef shank soup,10 minutes,50 minutes,4,2 lbs beef shank| cabbage whole leaf individually detached|1 bundle bok choy|2 cobs corn each cut into 3 parts|2 Tablespoons whole peppercorn|1/2 cup green onions cut unto 1 1/2 inch pieces|1 onion|34 ounces water|fish sauce to taste optional,"In a big cooking pot, pour in water and bring to a boil|Put-in the beef shank followed by the onion and whole pepper corn then simmer for 1.5 hours (30 mins if using a pressure cooker) or until meat is tender.|Add the corn and simmer for another 10 minutes|Add the fish sauce,cabbage, pechay, and green onion (onion leeks)|Serve hot. Share and Enjoy!",231,13,32,6,2,1,2,0,53,122,862,5,5,276,46,118,4,https://panlasangpinoy.com/wp-content/uploads/2009/03/Bulalo-Recipe-Panlasang-Pinoy-jpg-152x152.webp,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
Pancit Palabok Recipe,This is a recipe for Pancit Palabok,10 minutes,35 minutes,6,500 grams rice noodles bihon|2 tbsp cooking oil|1/2 lb ground pork|1 tbsp anatto powder|3 cups pork broth|1 piece shrimp bouillon|6 tablespoons all-purpose flour|2 tbsp fish sauce|1/2 tsp ground black pepper|1 cup pork belly boiled and sliced thinly into small pieces|4 ounces firm tofu fried and sliced into cubes| cup tinapa flakes smoked fish| cup chicharon pounded|2 hard boiled eggs sliced| cup cooked shrimps boiled or steamed|1/4 cup green onion or scallions finely chopped|3 Tablespoons toasted garlic|2 lemons sliced (or 6 pieces calamansi),"Soak the rice noodles in water for about 15 minutes. Drain and set aside.|Cook the sauce by heating a saucepan. Pour-in the cooking oil.|When the oil is hot enough, put-in the ground pork and cook for about 5 to 7 minutes|Dilute the annato powder in pork broth then pour the mixture in the saucepan. Bring to a boil (If you are using anatto seeds, soak them first in 3 tbsp water to bring-out the color)|Add the shrimp cube and stir and simmer for 3 minutes|Add the flour gradually while stirring.|Add the fish sauce and ground black pepper then simmer until sauce becomes thick. Set aside.|Meanwhile, boil enough water in a pot.|Place the soaked noodles in a strainer (use metal or bamboo strainer) then submerge the strainer in the boiling water for about a minute or until the noodles are cooked. (make sure that the noodles are still firm)|Remove the strainer from the pot and drain the liquid from the noodles.|Place the noodles in the serving plate.|Pour the sauce on top of the noodles then arrange the toppings over the sauce.|Serve with a slice of lemon or calamansi. Share and enjoy!",679,81,27,26,8,4,12,1,132,1174,528,3,1,184,29,88,3,https://panlasangpinoy.com/wp-content/uploads/2009/09/Pancit-Palabok-jpg-152x152.webp,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Bam-I Recipe,"Pancit canton and sotanghon guisado with chicken, shrimp, and pork.",10 minutes,40 minutes,6,1/2 lb pork sliced|1/2 lb chicken boiled and shredded|4 pieces Chinese sausage sliced|1 lb shrimp shelled and heads removed|8 ounces flour sticks pancit canton noodles|4 to 6 ounces rice noodles sotanghon soaked in water|1 1/2 to 2 cups chicken stock|3 cups cabbage chopped|3/4 cup carrots julienned|1/2 cup dried wood ear soaked in water and chopped (also known as tenga ng daga)|1 medium onion diced|1/4 cup parsley cleaned and chopped|1/2 cup shrimp juice derived by pounding the head of the shrimp|1/2 cup soy sauce|1 piece chicken cube or bouillon|1 tablespoon garlic minced|Salt and ground black pepper to taste|2 to 3 tablespoons cooking oil,"Heat a cooking pot then pour-in cooking oil.|Saut̩ garlic and onions then add the sliced pork and cook for 3 minutes.|Put-in the Chinese sausage and shredded chicken and cook for 3 to 5 minutes.|Add soy sauce, shrimp juice, salt, ground black pepper, chicken bouillon, and chicken stock then let boil. Simmer for 5 to 8 minutes.|Put the shrimps, cabbage, carrots, and wood ears in then cook for 2 minutes.|Add the soaked noodles then stir. Cook for a minute.|Put-in the flour sticks then stir well. Cook for 3 minutes or until the liquid is gone.|Top with green onions and place calamansi on the side.|Serve hot. Share and enjoy! Mangaon na Ta!",496,58,20,20,5,4,9,1,58,1341,495,3,4,2976,20,55,2,https://panlasangpinoy.com/wp-content/uploads/2021/12/Pancit-Canton-at-Sotanghon-jpg-201x201.webp,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
Almondigas Recipe,,10 minutes,30 minutes,6,"1 lb ground pork|1 piece patola ridge gourd, sliced|4 ounces misua|1 piece onion minced|6 cloves garlic crushed|3 tablespoons fish sauce|1 piece raw egg|1 piece beef cube|1/8 cup all-purpose flour|1 teaspoon Salt|1/2 teaspoon ground black pepper|5 cups water|3 tablespoons cooking oil","In a large mixing bowl, combine the ground pork, half of the onion, raw egg, salt, ground black pepper, and flour. Mix thoroughly until all the ingredients are well incorporated. Set aside.|Heat a cooking pot and pour-in oil.|When the oil is hot enough, saut̩ the garlic and remaining onions.|Add the beef cube and fish sauce and cook for a minute.|Pour-in water and let boil.|Scoop about a tablespoon of the meat mixture and form it into a ball shape figure then drop in the boiling one after the other. Cook for 10 minutes.|Add the patola (loofah) and cook for 2 to 3 minutes.|Put-in the misua and cook for 1 to 2 minutes while gently stirring.|Turn off heat and transfer to a serving bowl.|Serve hot. Share and enjoy!",363,21,15,24,7,4,12,1,82,1160,299,1,1,48,3,40,2,https://panlasangpinoy.com/wp-content/uploads/2010/07/Almondigas-Recipe-jpg-152x152.webp,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
Beef Salpicao,Marinated beef with Worcestershire and Oyster sauce,40 minutes,30 minutes,6,1 lbs. beef tenderloin cubed|1 head garlic|1 teaspoon salt|3 tablespoons butter| cup olive oil| teaspoon ground black pepper|5 tablespoons Worcestershire Sauce|2 tablespoons oyster sauce,"Pound garlic using a mortar and pestle tool.|Combine garlic and olive oil in a pan. Turn on your stove and set the heat to between low and medium. Cook garlic while stirring until it turns golden brown.|Remove the fried garlic and oil from the pan and place these in separate bowls. Set aside.|Combine beef, salt, ground black pepper, olive oil, and Worcestershire sauce. Mix well. Let it stay for 10 minutes.|Heat a clean pan. Once the pan gets really hot, sear the marinated beef until the sides turn brown.|Add oyster sauce and a bit of butter. Note: save the remaning butter for later. Continue cooking for 3 minutes.|Add remaining butter along with the fried garlic and parsley. Continue cooking until the liquid evaporates completely.|Transfer to a serving plate. Serve with rice. Share and enjoy!",319,5,25,21,7,1,11,1,88,804,541,1,1,187,3,53,3,https://panlasangpinoy.com/wp-content/uploads/2021/09/Beef-Salpicao-jpg-152x152.webp,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Baked Macaroni Recipe,This is a recipe for Baked Macaroni,10 minutes,35 minutes,8,1 lb elbow macaroni uncooked|3 tablespoon butter|1 lb ground beef|1 cup tomatoes diced (in can)|1 piece onions diced|1/2 cup green bell pepper diced|1/2 cup tomato paste|1 teaspoon paprika|1 piece beef cube|1 cup water|1 tablespoon sugar|Salt and pepper to taste|3 tbsp butter|3 tbsp all-purpose flour|2 cups fresh milk|1/4 teaspoon salt|1 ounce parmesan cheese grated|2 ounces sharp cheddar cheese grated,"Prepare the elbow macaroni according to instructions in the package and intentionally cut the cooking time so that the macaroni is not well done (the macaroni will be fully cooked once baked) then drain and set aside.|Prepare the meat sauce by heating a cooking pot and melt-in the butter.|When the butter is hot enough, add the ground beef and cook for 5 minutes or until the color turns medium brown.|Add the onion, green bell pepper, and diced tomatoes then stir and simmer for 3 minutes or until the vegetables are soft.|Add the tomato paste and paprika then stir and cook for a minute|Add the beef cube and water then stir until everything is well distributed. Simmer for 20 minutes.|Put-in the sugar, salt, and pepper then mix well. Turn of the heat and set aside.|Prepare the Mornay sauce by melting the butter in a sauce pan over medium heat.|Add the flour stir constantly for about a minute (color must be yellowish and not brown).|Slowly whisk in the milk and continue to whisk until the sauce thickens and comes to a boil.|Add salt and pepper then simmer for 2 to 3 minutes.|Stir in the cheeses and whisk until melted. Set aside|Combine the cooked macaroni and meat sauce in a baking dish then toss until the meat sauce is well distributed.|Arrange the macaroni and pour the Mornay sauce over it. (Spread the Mornay sauce over the macaroni and meat sauce mixture ensuring that every space is covered)|Preheat oven to 350 degrees Fahrenheit and bake for about 15 to 20 minutes.|Remove from the oven and allow to cool down a bit.|Serve hot. Share and Enjoy!",553,55,24,26,13,1,9,1,80,447,652,3,10,1103,16,199,3,https://panlasangpinoy.com/wp-content/uploads/2009/11/Baked-Macaroni-Panlasang-Pinoy-152x152.jpg,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Laswa Recipe,,5 minutes,25 minutes,6,8 pieces shrimp cleaned|2 pieces Chinese eggplant sliced|1 1/2 cups kalabasa squash diced|15 pieces string beans cut into 2 inch pieces|1 cup saluyot leaves|2 cups alugbati|1 cup Amaranth leaves (kulitis)|8 pieces okra|2 pieces tomato wedged|1 piece onion wedged|2 teaspoons bagoong alamang or guinamos|5 cups water|Salt and ground black pepper to taste,"Boil water in a cooking pot.|Add onion and tomato. Cover and boil for 5 minutes using medium heat.|Add kalabasa and bagoong alamang. Boil for 5 minutes.|Add eggplant, string beans, and okra. Cook for 4 to 5 minutes.|Put shrimp into the pot. Cover and cook for 1 minute.|Add saluyot, amaranth leaves (kulitis), and alugbati. Stir.|Season with salt and ground black pepper. Serve with fried fish on the side. Share and enjoy!",92,9,13,1,1,0,0,0,143,453,282,2,3,3996,16,123,2,https://panlasangpinoy.com/wp-content/uploads/2021/08/Laswa-Recipe-jpg-152x152.webp,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Tortang Talong Recipe,,15 minutes,12 minutes,4,4 pieces Chinese eggplant|2 pieces raw eggs|1 teaspoon salt|6 tablespoons cooking oil,Grill the eggplant until the color of skin turns almost black|Let the eggplant cool for a while then peel off the skin. Set aside.|Crack the eggs and place in a bowl|Add salt and beat|Place the eggplant on a flat surface and flatten using a fork.|Dip the flattened eggplant in the beaten egg mixture|Heat the pan and pour the cooking oil|Fry the eggplant (that was dipped in the beaten mixture). Makes sure that both sides are cooked. Frying time will take you about 3 to 4 minutes per side on medium heat.,187,1,1,21,2,6,13,1,2,582,3,1,1,3,1,1,1,https://panlasangpinoy.com/wp-content/uploads/2021/07/Tortang-Talong-152x152.jpg,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Pinaputok na Tilapia Recipe,This is a recipe for pinaputok na tilapia (oven baked tilapia),10 minutes,35 minutes,4,2 pieces tilapia cleaned and scales removed|3/4 cup green mango diced|1 piece tomato diced|1 piece onion chopped|1 teaspoon ginger minced|1 tablespoon lemon juice|2 teaspoons cooking oil|Salt and pepper to taste,"Make about 2 to 3 slits on each side of the tilapia deep enough to reach the bones.|Rub about 1 teaspoon of salt per side. Let the fish absorb the flavor for about 15 minutes.|Combine the tomato, onion, mango, ginger, lemon juice, salt, and ground black pepper in a medium bowl. Mix well.|Scoop the tomato and onion mixture and stuff inside the cavity of the tilapia. Try to stuff all the mixture, if possible. Note that the tilapia should have a cut under the body due to removal of the innards.|Wrap the tilapia in an aluminum foil. Make sure that everything is covered.|Preheat oven to 370 degrees Fahrenheit.|Bake the tilapia for 20 minutes. (or grill each side of the fish for 10 minutes)|Remove the tilapia from the oven and then open the top so that the fish is exposed. Brush the cooking oil over the fish.|Change the settings of the oven to broil (about 510 degrees Fahrenheit). Put the fish back-in with the exposed top. Broil for 15 minutes.|Remove the fish from the oven and serve with toyomansi.|Share and enjoy!",54,9,1,2,1,1,1,1,1,3,172,1,6,592,19,13,1,https://panlasangpinoy.com/wp-content/uploads/2012/10/Pinaputok-na-Tilapia-1-152x152.jpg,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
Pork Caldereta Recipe,This is a recipe for pork caldereta,5 minutes,60 minutes,5,2 lbs. Pork sliced into cubes|1 piece Knorr Pork cube|8 oz. tomato sauce| cup green olives|1 piece red bell pepper sliced|1 piece green bell pepper sliced|2 pieces potatoes cubed|2 pieces carrot sliced|1 piece onion chopped|3 cloves garlic chopped|1 1/2 cups water| cup liver spread|3 tablespoons cooking oil|Salt and ground black pepper to taste,"Heat the oil in a cooking pot.|Once the oil gets hot, saute the garlic and onion.|Add the pork. Saute until the color turns light brown.|Pour-in the tomato sauce and water. Let boil. Cover and cook in low heat for 60 minutes.|Add the liver spread. Stir and cook for 3 minutes.|Put-in the potato and carrot. Cover and cook for 8 to 10 minutes.|Add the olives and bell peppers. Cook for 5 minutes.|Season with salt and ground black pepper.|Turn-off the heat. Transfer to a serving plate.|Serve. Share and enjoy!",650,10,37,51,16,6,25,1,196,868,888,3,5,5187,57,59,4,https://panlasangpinoy.com/wp-content/uploads/2013/08/Pork-Caldereta-jpg-152x152.webp,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Chicken Afritada Recipe,This is a recipe for Filipino Afritadang Manok.,5 minutes,45 minutes,4,1 lbs. Chicken cut into serving pieces|2 piece potato cubed|1 piece carrot sliced|8 oz. tomato sauce|3 pieces hotdog sliced| cup green peas|3 pieces bay leaves|1 piece red onion chopped|2 teaspoons garlic minced|3 cups chicken broth| teaspoon sugar|3 tablespoons cooking oil|Salt and ground black pepper to taste,Heat the oil in a cooking pot. Saute onion and garlic until the onion softens.|Add chicken. Cook for 30 seconds. Turn it over and cook the other side for another 30 seconds.|Pour tomato sauce and chicken broth. Cover. Let boil.|Add dried bay leaves. Cover the cooking pot. Continue to cook in medium heat for 30 minutes.|Add hotdogs and carrot. Cook for 3 minutes.|Add potato. Cover the pot and cook for 8 minutes.|Add green peas. Cook for 2 minutes.|Season with salt and ground black pepper|Serve!,583,25,37,37,8,0,0,0,127,1089,1223,5,5,3215,42,93,7,https://panlasangpinoy.com/wp-content/uploads/2018/12/How-to-Cook-Chicken-Afritada-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
