title,summary,prep_time,cook_time,servings,ingredients,instructions,calories,carbohydrates,protein,fat,saturated_fat,polyunsaturated_fat,monounsaturated_fat,trans_fat,cholesterol,sodium,potassium,fiber,sugar,vitamin_a,vitamin_c,calcium,iron,image_url,Vegetarian,Low-Purine,Low-fat/Heart-Healthy,Low-Sodium,Lactose-free,Peanut Allergy,Shellfish Allergy,Fish Allergy,Halal or Kosher
Home Fries Recipe,This is a recipe for Home Fries.,10 minutes,10 minutes,2,2  medium baking potato cleaned and sliced into cubes|1  small red bell pepper|1  small green bell pepper|1  medium yellow onion|4 tablespoons cooking oil|1/2 teaspoon garlic powder|1/4 teaspoon ground black pepper|1/2 teaspoon salt,"Heat oil in a pan. Add the potato. Saute for 3 to 5 minutes.|Add onion. Saute the onion until soft.|Add bell peppers. Cook for 2 minutes,|Add salt, pepper, and garlic powder. Stir Cook for 2 minutes.|Transfer to a serving plate. Serve for breakfast as a side dish.|Share and enjoy!",487,0,0,0,0,0,0,0,0,811,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2018/02/Home-Fries-152x152.jpg,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Eggplant Omelette,This is a recipe for Eggplant Omelette,10 minutes,8 minutes,2,3 pieces eggs|1  medium eggplant|1/4 teaspoon garlic powder|1/4 teaspoon salt|A dash of ground black pepper|4 tablespoons olive oil,"Beat the eggs in a large bowl. Add salt, ground black pepper, and garlic powder. Continue to beat until all ingredients are well blended. Set aside.|Use a fork to create tiny holes all over the eggplant. Cook the eggplant by either baking it in the oven at 400F for 20 to 25 minutes, or exposing it in fire over a stove top until the skin gets burnt and turns black.|Let the eggplant cool down. Peel the skin then cut the stalk off. Arrange the eggplant flat in a plate. Gently mash using a fork.|Transfer the mashed eggplant to the bowl with beaten egg. Beat until the eggplant is well incorporated with all the ingredients.|Meanwhile, heat olive oil in a pan. Once the oil gets hot, pour the mixture into the pan. Continue to cook in low to medium heat for 3 to 5 minutes.|Flip the eggplant omellette using a plate. Do this by lifting the pan and tilt it towards the plate until the content slides into the plate (you can also use a spatula). Make sure that the cooked part is facing down. Now, hold the plate with one hand and the pan with the other. Cover the plate with pan and then quickly flip it over in a way that the top part of the omellete (which is still uncooked) touches the base of the pan. Continue to cook for 3 minutes.|Transfer to a serving plate. Serve with your favorite condiment.|Share and enjoy!",386,0,0,0,0,0,0,0,0,637,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2018/01/How-to-Cook-Eggplant-Omelette-152x152.jpg,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Spinach Tomato and Cheese Omelette,This is a recipe for Spinach Tomato and Cheese Omelette,5 minutes,7 minutes,2,2  eggs|3/4 cups fresh baby spinach|1  small ripe roma tomato chopped|1/2 cup shredded cheddar cheese|1/4 cup salted butter,"Melt half of the butter in a pan.|Once the butter starts to bubble, add tomato. Saute for 1 minute.|Put the spinach in the pan. Cook for 30 seconds. Transfer everything in a clean plate.|Wipe the pan clean using a paper towel. Heat the pan in a stovetop using low to medium heat. Melt the remaining butter in the pan.|Beat the eggs in a bowl. Pour into the pan. Tilt the pan to distribute the beaten eggs equally.|Once the eggs starts to form, pour the cooke tomato and spinach over the egg. Top with shredded cheese. Continue to cook until the eggs are done.|Fold the omelet halfway to secure the filling. You can top the omelet with more cheese.|Transfer to a serving plate. Serve.|Share and enjoy!",167,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2018/01/Spinach-Tomato-and-Cheese-Omelette-Recipe-152x152.jpg,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Buttermilk Waffles,This is a recipe for simple buttermilk waffles,10 minutes,2 minutes,3,2 cups all-purpose flour|1 pint buttermilk|2  eggs|1 tablespoon granulated white sugar|2 teaspoons baking powder|1 teaspoon baking soda|1/4 cup butter melted|2 teaspoons vanilla extract|1/2 teaspoon salt,"Preheat waffle maker.|Combine all dry ingredients in a bowl starting with flour, sugar, baking powder, baking soda, and salt. Mix well using a wire whisk.|Add eggs, butter, and vanilla extract. Whisk until texture becomes smooth.|Pour batter into the waffle maker. Close and secure and cook for 2 minutes or a little bit more if you want it crisp on the outside.|Transfer to a serving plate. Top with whipped butter and syrup.|Serve. Share and enjoy!",279,0,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2017/09/Buttermilk-Waffles_-152x152.jpg,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Special Longanisa Fried Rice Recipe,This is a recipe for Special Longanisa Fried Rice,5 minutes,30 minutes,4,4 cups cooked rice|2 pieces longanisa|3/4 cup frozen green peas|3/4 cup carrot cubed|2 tablespoons butter|2  eggs|4 tablespoons cooking oil|Salt and ground black pepper to taste,"Crack the eggs in a bowl. Beat until smooth.|Heat a pan and pour 3 tablespoons cooking oil.|When the oil gets hot, pour the beaten egg into the pan. Cook one side until done and then flip to cook the other side. Remove the egg from the pan. Set aside.|Add the remaining oil in the same pan. Once the oil heats-up, add the longanisa. Continue to cook for 5 to 7 minutes (or until the meat is fully cooked) in medium heat while stirring once in a while.|Add the butter and let it melt.|Slide the rice into the pan. Fold until all the ingredients are well blended. Cook for 3 minutes.|Press the tip of the spatula towards the egg on the plate to slice it initially. Add the egg into the pan. Continue to stir fry for 1 minute.|Put the green peas and carrots in. Cook for 3 to 5 minutes|Add salt and pepper to taste. Stir and make sure that all ingredients are well incorporated.|Transfer to a serving bowl. Serve.|Share and enjoy!",596,0,0,0,0,0,0,0,0,749,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2017/02/Longanisa-Fried-Rice-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Corned Beef Silog,"This is a recipe for Corned Beef Silog. It is a meal composed of sauteed corned beef, fried egg, and garlic fried rice.",5 minutes,30 minutes,3,1  12 oz. can corned beef|1  medium yellow onion|3 cloves garlic crushed|3 cups sinangag|3  eggs|4 tablespoons cooking oil| cup beef broth|Salt and pepper to taste,"Heat oil on a pan. Once the oil gets hot, crack an egg and fry sunny-side-up. Remove the fried egg and place in a plate. Do this step until all 3 eggs are cooked.|Using the remaining oil, sauté the garlic until it turns medium brown. Add the onion and sauté until it softens.|Add the corned beef. Sauté for 2 minutes|Pour the beef broth in the pan. Continue to cook for 2 to 3 minutes or until the liquid evaporate. Add salt and pepper to taste.|Arrange a cup of sinangag (garlic fried rice) and a piece of egg on a plate. Put 1/3 of the cooked corned beef. Do this step on all 3 plates. Serve.|Share and enjoy!",419,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2016/12/Champorado-with-Tuyo-Recipe-Panlasang-Pinoy-1-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Danggit Silog,"This is a recipe for Danggit Silog. Dried Danggit or Rabbitfish are fried until crispy and then served with sinangag (garlic fried rice), and fried egg.",5 minutes,15 minutes,3,12 pieces dried danggit| cup cooking oil|3 cups garlic fried rice|3 pieces eggs,"Heat a medium sized frying pan and then pour the oil in.|Once the oil starts to get hot, crack one egg open and then gently drop it on the pan to fry in medium heat. Tilt the pan on one side until most of the oil settles and then slowly push the oil towards the egg to coat the top part. Do this multiple times until the yellow part of the egg gets cooked. You will know when you are done if it turns out yellowish-white just like in the picture above. Do this step on the remaining eggs. Once done, set the fried eggs aside.|Fry the danggit using the remaining oil. Make sure that the oil is hot before starting. Fry one side in medium heat until crispy and then turn the fish over to cook the other side. Transfer to a plate lined with paper towel. Note: frying danggit should be quick.|Arrange a cup of garlic fried rice, a piece of fried egg, and 4 pieces of danggit in a plate. This makes an individual serving. Serve with spicy vinegar.|Share and enjoy!",118,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2016/09/Breakfast-Corned-Beef-Silog_-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Grilled Filipino Sweet Sausage,,5 minutes,35 minutes,5,2 lbs. Pampanga longganisa Filipino sweet sausage|3 cups water|1 cup spicy vinegar,Pour water in a medium cooking pot. Let boil.|Add the longganisa (Filipino sweet sausages). Cover and boil for 20 minutes or until the water evaporates.|Heat-up the grill. Grill the sausages for 15 minutes while turning it every 3 minutes until all the sides are cooked completely.|Remove from the grill. Serve for breakfast with fried eggs and spicy vinegar.|Share and enjoy!,64,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2016/09/Danggit-Sinangag-at-Itlog-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Ground Beef Omelet,A Ground Beef Omelet is a savory dish where seasoned ground beef is cooked and folded into a fluffy omelet made from beaten eggs.,5 minutes,15 minutes,,4  eggs|1/2 lb. ground beef|1  small yellow onion chopped|1  small green bell pepper chopped|2 tablespoons Worcestershire sauce|6 tablespoons cooking oil|salt and pepper to taste,"Prepare the ground beef filling by heating 3 tablespoons of cooking oil in a pan. Add the onion and cook until it’s soft.|Then, add the chopped bell pepper and ground beef, cooking the beef for about 3 to 5 minutes until browned.|Sprinkle with salt and pepper to taste, and pour in the Worcestershire sauce.|Stir and cook for another 4 to 5 minutes, then remove from the pan and set aside.|Next, make the omelet by cracking the eggs into a bowl, adding a pinch of salt, and whisking until smooth.|Heat the remaining oil in a pan.|Once the oil is hot, slowly pour 1/3 of the beaten eggs into the pan. Cook on low to medium heat until the egg starts to set.|Gently flip the egg using a spatula, then scoop 1/3 of the cooked ground beef onto one side of the egg.|When the other side of the egg has set and starts to solidify, fold it over the side with the ground beef.|Remove the omelet from the pan and transfer it to a serving plate.|Repeat the process with the remaining ingredients.|Serve with rice or bread, and enjoy!",1671,25,64,147,29,28,79,3,816,853,1539,4,14,4705,165,209,10,https://panlasangpinoy.com/wp-content/uploads/2016/05/Grilled-Filipino-Sweet-Sausage-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Beef Teriyaki Tapa with Fried Rice and Egg,,,20 minutes,2,1 lb. thinly sliced beef steak|1  serving teriyaki sauce|2 cups garlic fried rice|2  eggs|3 tablespoons cooking oil,"Arrange the sliced beef in a medium bowl. Pour the teriyaki sauce in the bowl and then mix. Cover and refrigerate for at least 1 hour.|Heat the cooking oil in a pan. Once the oil gets hot, put the beef in the pan including the marinade. Stir fry for 5 to 10 minutes or until the sauce completely evaporates.|Cook the egg depending on your preference. See this post about ways on how to cook eggs.|Arrange a cup of garlic fried rice in a plate along with the egg. Put half of the beef teriyaki tapa on the plate and then serve.|Share and enjoy!",235,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2016/02/beef-teriyaki-tapa-with-fried-rice-and-egg-recipe-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Daing na Bangus Recipe,,,10 minutes,2,1  medium sized milkfish cleaned and scales removed|10 tablespoons white or cane vinegar|1 teaspoon crushed peppercorn|1  head garlic crushed|1/4 teaspoon cayenne pepper powder optional|1/2 teaspoon coarse sea salt|1/2 cup cooking oil,"Combine vinegar, pepper, salt, garlic, and cayenne pepper powder in a bowl. Stir to mix the ingredients. Set aside.|Butterfly the bangus (slice from the top) and the place it inside a large re-sealable plastic bag.|Pour the vinegar mixture in the bag and then let all the air out. Seal the bag and refrigerate overnight.|Remove the fish from the bag and let the liquid drip.|Heat the cooking oil in a pan. Once the oil gets hot, fry the fish in medium heat until one side gets crisp. Turn it over and repeat the process on the other side.|Remove from the pan and place in a serving plate. Serve with bowl of spicy vinegar.|Share and enjoy!",129,0,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2016/02/daing-na-bangus-152x152.jpg,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
Loaded Breakfast Potato,,20 minutes,14 minutes,4,4  baking potatoes|3 tablespoons butter|1  medium sweet onion chopped|1  small red bell pepper cubed|1 cup chopped white mushrooms|1 cup sour cream|1 cup shredded sharp cheddar cheese|4  eggs beaten|1/4 cup sliced green onions|6  bacon strips crumbled|Salt and pepper to taste.,"Wash the potato in running water and make sure to scrub the surface thoroughly. Punch some holes around the potato using a fork. Place it in a plate and then microwave for 15 minutes.|Let the potato cool down. Slice a portion of the top part then scape the potato from the sliced portion. Make the potato as hollow as possible. Set aside.|Melt butter in a pan.|Saute the onion, mushrooms, and bell pepper until the onion and mushroom becomes soft. Add a pinch of salt and ground black pepper.|Push the sautéed vegetables on the side and then pour-in the beaten egg. Continue to cook the while gently stirring similar to the way you cook scrambled eggs. When the eggs gets half cooked, blend with the vegetables. Make sure that the eggs and veggies are well blended.|Add the shredded cheese and stir-in 1/4 cup of sour cream. Turn the heat off and then continue to stir the sour cream and cheese o mix with the rest of the ingredients.|Preheat oven to 350F. Fill the cavity of the potato with the cooked egg mixture and add more mixture on top. Bake for 11 to 14 minutes.|Remove from the oven and let cool. Top with crumbled bacon,remaining sour cream, and green onion.|Transfer to a serving plate.Serve.|Share and enjoy!",191,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,https://panlasangpinoy.com/wp-content/uploads/2015/11/Loaded-Breakfast-Potato-Recipe-152x152.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
